emp_no,dept_no,from_date,to_date
485918,d009,20-11-1993,01-01-9999
485919,d005,17-07-1989,01-01-9999
485920,d005,26-10-1992,01-01-9999
485921,d004,03-09-1998,01-01-9999
485922,d006,24-01-1994,01-01-9999
485923,d005,14-06-1996,01-01-9999
485924,d007,02-04-1997,01-01-9999
485925,d005,07-02-1991,14-07-1994
485926,d006,29-10-1991,01-01-9999
485927,d003,18-03-1994,01-01-9999
485928,d005,23-09-1990,04-07-2000
485928,d008,04-07-2000,01-01-9999
485929,d004,12-08-1987,01-12-1989
485930,d007,11-07-1994,01-01-9999
485931,d004,27-04-1993,01-01-9999
485932,d005,08-02-1996,01-01-9999
485933,d009,03-04-1994,01-01-9999
485934,d006,10-06-1993,03-10-2001
485935,d001,18-12-1988,01-01-9999
485936,d004,17-07-1987,26-10-1987
485936,d006,12-06-1987,17-07-1987
485937,d007,24-05-1996,01-01-9999
485938,d003,24-05-1994,01-01-9999
485939,d005,21-04-1995,30-08-1996
485940,d009,08-04-1985,01-01-9999
485941,d007,18-04-1988,01-01-9999
485942,d001,24-02-1997,13-05-1998
485943,d005,19-06-1993,01-01-9999
485944,d007,26-11-1988,01-01-9999
485945,d004,22-03-1995,01-01-9999
485945,d005,03-05-1993,22-03-1995
485946,d001,13-05-1987,01-01-9999
485947,d007,28-01-1990,01-01-9999
485948,d007,26-09-1987,01-01-9999
485949,d007,14-08-1993,02-10-2000
485950,d007,14-02-1989,01-01-9999
485951,d005,11-04-1992,01-01-9999
485952,d003,20-07-1985,01-01-9999
485953,d009,10-04-1989,01-01-9999
485954,d002,05-07-1990,22-02-1998
485954,d007,22-02-1998,01-01-9999
485955,d003,22-02-1998,11-10-1999
485956,d005,28-05-1992,01-01-9999
485957,d001,31-12-1990,01-01-9999
485958,d004,10-12-1998,20-01-2000
485959,d007,28-04-1998,01-01-9999
485960,d005,17-11-1985,01-01-9999
485961,d009,16-08-1993,01-01-9999
485962,d007,30-12-1987,24-08-1988
485963,d005,16-06-1995,27-05-1996
485963,d008,27-05-1996,01-01-9999
485964,d004,11-03-1994,01-01-9999
485965,d004,31-07-1999,01-01-9999
485966,d005,09-12-1996,01-01-9999
485967,d009,07-10-1992,01-01-9999
485968,d004,14-07-1986,01-01-9999
485969,d001,06-04-1988,01-01-9999
485970,d009,10-06-1994,03-09-1995
485971,d004,24-08-1991,01-01-9999
485972,d001,09-09-1986,07-03-1993
485972,d009,07-03-1993,01-01-9999
485973,d005,29-01-1991,01-01-9999
485974,d004,15-10-1987,15-05-1990
485975,d001,17-09-1985,01-01-9999
485976,d004,24-05-1994,21-07-1996
485977,d008,29-12-1991,01-01-9999
485978,d001,07-07-1994,01-01-9999
485979,d001,18-03-1985,01-01-9999
485980,d007,09-10-1994,24-07-1996
485981,d002,07-12-1999,15-05-2001
485981,d003,15-05-2001,01-01-9999
485982,d005,28-07-1998,01-01-9999
485983,d004,09-11-1995,01-01-9999
485984,d006,14-12-1994,01-01-9999
485985,d005,04-04-1992,01-01-9999
485986,d004,29-10-1998,01-01-9999
485987,d007,18-08-1985,01-01-9999
485988,d005,16-03-1998,01-01-9999
485989,d009,20-11-1997,13-08-1998
485990,d007,08-07-1993,22-09-2001
485990,d009,22-09-2001,01-01-9999
485991,d005,28-12-1990,01-01-9999
485992,d004,22-11-1989,01-01-9999
485993,d005,09-05-1989,01-01-9999
485994,d007,05-02-1995,01-01-9999
485995,d003,29-02-1996,22-10-1999
485996,d007,06-03-1991,01-01-9999
485997,d005,20-02-1990,01-01-9999
485998,d007,10-01-1991,22-06-1993
485998,d009,22-06-1993,09-02-2002
485999,d004,05-01-2000,10-02-2002
486000,d005,09-09-1990,01-01-9999
486001,d004,12-04-1997,01-01-9999
486002,d003,10-04-1997,01-01-9999
486003,d009,30-11-1989,01-01-9999
486004,d005,19-04-1991,01-01-9999
486005,d004,26-01-1999,01-01-9999
486006,d003,14-09-1987,01-01-9999
486007,d002,27-10-1995,10-04-2002
486008,d001,12-05-2000,01-01-9999
486008,d007,26-08-1993,12-05-2000
486009,d008,18-01-1999,08-02-2002
486010,d002,02-01-1994,01-01-9999
486011,d004,05-05-1990,26-11-1999
486012,d005,08-07-1995,01-01-9999
486013,d006,15-04-1995,04-11-1995
486014,d005,05-08-1987,01-01-9999
486015,d005,31-03-1992,15-03-1999
486016,d009,12-09-1995,01-01-9999
486017,d004,04-01-1993,01-01-9999
486018,d004,12-09-1999,01-01-9999
486018,d005,29-08-1991,12-09-1999
486019,d004,02-05-1996,01-01-9999
486020,d009,29-12-1988,01-01-9999
486021,d009,29-04-1989,19-03-2002
486022,d004,12-09-1988,01-01-9999
486023,d004,02-12-1991,01-01-9999
486024,d005,19-10-1993,01-01-9999
486025,d004,24-07-1985,01-01-9999
486026,d004,23-10-1990,13-10-1991
486027,d004,14-09-1992,26-01-1999
486027,d005,17-07-1990,14-09-1992
486028,d003,25-10-1996,01-01-9999
486029,d009,13-05-1991,01-01-9999
486030,d006,11-08-1992,01-01-9999
486031,d001,13-09-1995,01-01-9999
486032,d009,24-11-1989,01-01-9999
486033,d008,09-04-1999,01-01-9999
486034,d005,12-11-1993,19-07-1999
486035,d004,02-07-1988,01-01-9999
486036,d005,16-03-1992,01-01-9999
486037,d005,06-10-1999,01-01-9999
486038,d004,22-11-1993,01-01-9999
486038,d005,30-09-1986,22-11-1993
486039,d001,08-02-1988,01-01-9999
486040,d003,14-09-1996,25-02-2002
486041,d005,05-05-1989,25-11-1999
486042,d002,10-04-1995,01-01-9999
486043,d006,16-11-1999,01-01-9999
486044,d009,02-07-1988,01-01-9999
486045,d005,09-04-1988,01-01-9999
486046,d004,20-07-1987,01-01-9999
486047,d004,27-08-1998,01-01-9999
486047,d006,25-10-1996,27-08-1998
486048,d004,08-09-1998,06-02-2002
486049,d008,14-11-1999,01-01-9999
486050,d004,13-06-1999,01-01-9999
486051,d005,01-10-1986,01-01-9999
486052,d007,21-02-1986,01-01-9999
486053,d004,29-03-1985,01-01-9999
486054,d007,27-08-1996,01-01-9999
486055,d005,23-03-1998,16-10-1999
486056,d004,21-03-1991,01-01-9999
486057,d004,05-05-1995,01-01-9999
486058,d005,31-05-1995,13-10-2000
486058,d008,13-10-2000,25-06-2002
486059,d004,16-10-1997,01-01-9999
486060,d004,20-05-1989,01-01-9999
486061,d004,18-02-1997,01-01-9999
486062,d004,17-11-1995,01-01-9999
486063,d001,12-08-1999,01-01-9999
486064,d003,25-07-1999,01-01-9999
486065,d007,21-05-1991,24-08-1991
486066,d005,24-09-1985,01-01-9999
486067,d002,26-08-2000,01-01-9999
486067,d003,01-11-1985,26-08-2000
486068,d003,26-06-1996,01-01-9999
486069,d005,04-04-1997,17-10-1998
486070,d004,05-07-1990,01-01-9999
486071,d002,24-05-1987,01-01-9999
486072,d002,24-04-1998,01-01-9999
486073,d005,23-08-1987,01-01-9999
486074,d001,08-04-1991,01-01-9999
486075,d004,15-01-1990,01-01-9999
486076,d008,24-08-1990,05-09-2000
486077,d004,23-05-1994,04-07-2002
486077,d006,04-07-2002,01-01-9999
486078,d004,09-04-1994,01-01-9999
486079,d006,14-07-1989,01-01-9999
486080,d005,15-05-1985,01-01-9999
486081,d004,27-04-1989,01-01-9999
486082,d006,06-11-1986,01-01-9999
486083,d007,27-10-1987,01-01-9999
486084,d005,28-10-1992,25-01-1993
486085,d004,09-11-1989,01-01-9999
486086,d008,18-12-1987,01-01-9999
486087,d005,29-01-1994,11-10-1997
486087,d008,11-10-1997,01-01-9999
486088,d007,30-07-1988,26-09-1993
486089,d005,09-10-1987,01-01-9999
486090,d005,29-10-1996,01-01-9999
486091,d004,11-02-1985,01-01-9999
486092,d004,05-05-1986,03-08-1995
486093,d009,20-02-1995,01-01-9999
486094,d007,05-08-1992,01-01-9999
486095,d001,25-06-1994,01-01-9999
486095,d007,26-05-1994,25-06-1994
486096,d001,04-09-1996,01-01-9999
486097,d008,06-03-1999,01-01-9999
486098,d004,15-03-1998,01-01-9999
486099,d004,10-09-1987,16-07-1988
486100,d004,23-10-1991,01-01-9999
486101,d006,27-01-1986,01-01-9999
486102,d003,29-07-1996,01-01-9999
486103,d001,21-07-1985,07-08-1995
486104,d005,05-11-1994,01-01-9999
486104,d009,01-02-1990,05-11-1994
486105,d004,01-03-1994,01-01-9999
486106,d004,02-09-1987,01-01-9999
486107,d003,25-08-1994,24-10-1995
486108,d005,03-11-1989,01-01-9999
486109,d005,14-04-1988,31-05-1998
486110,d008,26-03-1990,01-01-9999
486111,d007,10-12-1994,01-01-9999
486112,d003,09-10-1995,01-01-9999
486113,d004,11-04-1999,01-01-9999
486113,d005,09-12-1989,11-04-1999
486114,d001,18-11-1987,01-01-9999
486115,d005,03-03-1994,01-01-9999
486116,d007,22-07-1992,01-01-9999
486117,d005,16-05-1997,29-12-2000
486118,d001,21-09-1989,01-01-9999
486119,d005,15-02-1994,01-01-9999
486120,d007,19-02-1989,01-01-9999
486121,d006,11-04-1995,01-01-9999
486122,d004,26-09-1996,03-10-2000
486123,d008,20-04-1990,01-01-9999
486124,d007,31-10-1998,04-01-2001
486124,d009,04-01-2001,01-01-9999
486125,d007,17-12-1995,01-01-9999
486126,d005,05-03-1996,01-01-9999
486127,d005,05-06-1992,01-01-9999
486128,d004,04-10-1994,01-01-9999
486129,d002,07-06-1997,01-01-9999
486130,d004,21-06-1992,30-09-1993
486131,d004,06-04-1988,12-04-1997
486132,d004,01-11-1991,01-01-9999
486133,d004,12-09-1988,12-01-1989
486133,d005,05-09-1988,12-09-1988
486134,d003,16-07-1989,01-01-9999
486135,d002,13-10-1986,01-01-9999
486136,d004,10-05-1991,01-01-9999
486137,d002,02-11-1988,01-10-1994
486138,d004,12-11-1990,01-01-9999
486139,d007,30-07-1989,01-01-9999
486140,d005,12-04-1991,01-01-9999
486141,d005,15-09-1994,01-01-9999
486142,d001,28-06-1985,01-01-9999
486143,d004,27-03-1989,01-01-9999
486143,d005,17-11-1985,27-03-1989
486144,d004,24-04-1995,01-01-9999
486145,d003,11-02-1990,01-01-9999
486146,d004,08-11-1989,14-05-2001
486147,d005,05-01-1992,01-01-9999
486148,d005,10-06-1996,01-01-9999
486149,d007,13-05-1986,01-01-9999
486150,d007,14-06-1992,22-06-1998
486151,d001,13-08-1985,01-01-9999
486152,d009,11-09-1995,01-01-9999
486153,d007,14-10-1999,29-03-2001
486153,d009,29-03-2001,01-01-9999
486154,d008,01-06-1985,01-01-9999
486155,d005,17-02-1993,01-01-9999
486156,d002,17-11-1989,24-07-1996
486157,d001,14-12-1990,01-01-9999
486158,d009,04-07-1994,01-01-9999
486159,d001,16-05-1986,01-01-9999
486160,d007,09-07-1987,01-01-9999
486161,d004,29-09-1999,09-11-1999
486162,d001,20-05-1991,01-01-9999
486163,d004,06-05-2001,01-01-9999
486163,d006,17-12-1999,06-05-2001
486164,d002,16-05-1995,01-01-9999
486165,d005,21-10-1991,01-01-9999
486166,d004,30-09-1999,01-01-9999
486167,d004,14-08-1996,01-01-9999
486168,d007,07-10-1993,01-01-9999
486169,d006,25-04-1999,01-01-9999
486170,d005,01-09-1999,23-09-1999
486171,d004,09-11-1998,01-01-9999
486171,d008,12-01-1991,09-11-1998
486172,d009,16-07-1992,01-01-9999
486173,d007,02-04-1988,01-01-9999
486174,d007,24-05-1987,01-01-9999
486175,d004,08-12-1985,01-01-9999
486176,d005,11-05-1985,01-01-9999
486177,d009,24-06-1999,10-10-1999
486178,d001,11-01-1986,01-01-9999
486179,d005,04-11-1990,01-01-9999
486180,d009,15-03-1989,01-01-9999
486181,d005,16-12-1992,26-06-1995
486181,d008,26-06-1995,01-01-9999
486182,d005,15-09-1995,01-01-9999
486183,d003,29-04-1994,01-01-9999
486184,d004,03-02-1987,01-01-9999
486185,d007,13-08-1987,01-01-9999
486186,d006,01-05-1995,30-04-1996
486187,d004,26-06-1985,01-01-9999
486188,d004,01-05-1986,01-01-9999
486189,d005,30-10-1988,01-01-9999
486190,d005,01-07-1996,25-08-2001
486190,d008,25-08-2001,01-01-9999
486191,d001,17-07-1993,01-01-9999
486192,d001,20-04-1986,01-01-9999
486193,d005,02-11-1986,12-12-1994
486194,d001,14-12-1998,01-01-9999
486195,d009,21-12-1996,01-01-9999
486196,d005,02-04-1994,01-01-9999
486197,d005,20-06-1991,01-01-9999
486198,d007,22-10-1985,11-10-1995
486198,d009,11-10-1995,01-01-9999
486199,d002,30-09-1999,01-01-9999
486200,d004,01-09-1999,01-01-9999
486201,d007,23-09-1992,01-01-9999
486202,d005,16-10-1985,12-02-1999
486203,d005,13-07-1992,01-01-9999
486204,d004,06-06-1992,01-01-9999
486205,d004,09-11-1991,01-01-9999
486206,d002,04-01-1989,01-01-9999
486207,d007,04-09-1995,08-10-1999
486207,d009,08-10-1999,01-01-9999
486208,d003,07-07-1997,01-01-9999
486209,d004,09-02-1994,01-01-9999
486210,d001,04-01-1987,01-01-9999
486211,d005,14-11-1998,21-03-2001
486212,d005,14-12-1998,01-01-9999
486213,d005,07-10-1992,01-01-9999
486214,d007,18-06-1997,01-01-9999
486215,d001,18-03-1989,01-01-9999
486216,d004,16-06-1988,23-10-1993
486216,d009,23-10-1993,27-06-1994
486217,d007,04-02-1993,31-10-1999
486218,d007,02-07-1993,01-01-9999
486219,d005,17-03-1985,01-01-9999
486220,d005,02-08-1999,01-01-9999
486221,d004,17-01-1996,01-01-9999
486222,d005,04-06-1992,01-01-9999
486223,d005,30-12-1998,01-01-9999
486224,d006,28-03-1986,01-01-9999
486225,d007,19-08-1988,24-01-1991
486225,d009,24-01-1991,19-03-1992
486226,d005,04-09-1998,01-01-9999
486227,d009,30-07-1997,01-01-9999
486228,d007,31-12-1999,01-01-9999
486229,d005,08-10-1996,26-03-1999
486230,d004,07-11-1990,01-01-9999
486231,d004,28-06-1986,01-01-9999
486232,d007,18-03-1989,01-01-9999
486233,d005,20-03-1996,23-01-2001
486233,d008,23-01-2001,01-01-9999
486234,d009,28-01-1998,01-01-9999
486235,d005,31-08-1995,01-01-9999
486236,d007,21-07-1988,16-12-1995
486237,d002,01-01-1999,01-01-9999
486238,d009,01-05-1991,01-01-9999
486239,d006,07-08-1997,01-01-9999
486240,d003,10-09-1986,01-01-9999
486241,d007,28-06-1985,01-01-9999
486242,d008,05-12-1990,01-01-9999
486243,d004,18-03-1987,01-01-9999
486244,d004,17-12-1992,02-05-1998
486244,d005,20-09-1990,17-12-1992
486245,d005,13-07-1996,28-01-2000
486246,d007,04-04-1987,01-01-9999
486247,d009,19-10-1985,01-01-9999
486248,d006,08-03-1995,01-01-9999
486249,d005,25-12-1995,01-01-9999
486250,d005,01-08-1987,01-01-9999
486251,d005,30-09-1993,24-08-1997
486252,d007,15-01-1995,01-01-9999
486253,d005,15-11-1985,01-01-9999
486254,d004,13-07-1997,01-01-9999
486254,d005,23-12-1992,13-07-1997
486255,d005,11-05-1992,01-01-9999
486256,d009,14-03-1996,01-01-9999
486257,d008,05-02-1990,01-01-9999
486258,d003,17-07-1985,01-01-9999
486259,d005,15-03-1985,05-07-2002
486260,d006,17-03-1999,01-01-9999
486261,d004,16-06-1992,01-01-9999
486262,d004,11-07-1987,01-01-9999
486263,d004,10-02-1998,01-01-9999
486264,d004,03-06-1997,01-01-9999
486264,d009,17-03-1996,03-06-1997
486265,d006,03-03-1996,01-01-9999
486266,d004,20-06-1985,01-01-9999
486267,d008,28-07-1999,01-01-9999
486268,d002,24-08-1993,06-03-1996
486269,d005,23-09-1989,01-01-9999
486270,d004,12-03-1999,01-01-9999
486271,d004,11-11-1994,01-01-9999
486272,d006,17-11-1997,01-01-9999
486273,d004,15-03-1988,10-09-2000
486274,d005,04-05-1987,09-12-2000
486274,d008,09-12-2000,01-01-9999
486275,d005,19-10-1992,31-01-2001
486276,d003,13-09-1988,18-05-1991
486277,d002,23-07-1999,01-01-9999
486278,d006,15-01-1988,01-01-9999
486279,d006,06-05-1988,01-01-9999
486280,d005,01-09-1990,01-01-9999
486281,d009,27-07-1987,01-01-9999
486282,d001,23-09-1985,15-02-1995
486283,d001,09-07-1987,01-01-9999
486284,d007,19-04-1985,15-04-1995
486284,d009,15-04-1995,01-01-9999
486285,d005,13-04-1991,01-01-9999
486286,d008,28-01-1997,01-01-9999
486287,d003,05-06-1993,01-01-9999
486288,d009,18-06-1997,01-01-9999
486289,d007,17-10-1990,13-05-1999
486290,d004,02-11-1986,01-01-9999
486291,d006,26-03-1998,01-01-9999
486292,d004,11-09-1987,30-07-2002
486293,d004,13-03-1995,01-01-9999
486294,d004,17-01-1999,01-01-9999
486294,d005,04-10-1996,17-01-1999
486295,d007,06-11-1995,01-01-9999
486296,d002,11-10-1992,01-01-9999
486297,d005,06-04-1991,01-01-9999
486298,d002,20-09-1998,01-01-9999
486299,d002,21-03-1994,01-01-9999
486300,d005,03-09-1995,01-01-9999
486301,d005,02-05-1995,13-04-2001
486302,d003,02-01-1991,01-01-9999
486303,d009,25-09-1993,01-01-9999
486304,d004,27-09-1991,25-10-1993
486305,d002,01-08-1994,01-01-9999
486305,d003,19-05-1991,01-08-1994
486306,d007,19-11-1994,01-01-9999
486307,d005,11-02-1985,01-01-9999
486308,d002,21-04-1992,01-01-9999
486309,d005,20-11-1994,13-04-1995
486310,d007,01-11-1996,01-01-9999
486311,d007,01-10-1995,01-01-9999
486312,d007,25-10-1997,01-01-9999
486313,d007,01-08-1995,01-01-9999
486314,d007,07-03-1990,01-01-9999
486315,d001,04-07-1993,01-01-9999
486315,d007,07-01-1988,04-07-1993
486316,d005,17-02-1992,11-11-2000
486317,d004,14-07-1991,01-01-9999
486318,d004,16-06-1993,01-01-9999
486319,d001,05-07-1991,01-01-9999
486320,d004,16-02-1996,01-01-9999
486321,d005,20-03-1993,01-01-9999
486322,d004,01-09-1996,01-01-9999
486323,d004,28-07-1998,22-08-1998
486323,d009,22-08-1998,18-05-2000
486324,d002,22-05-1993,01-01-9999
486325,d007,13-08-1993,01-01-9999
486326,d001,07-04-1985,01-01-9999
486327,d006,30-08-1988,01-01-9999
486328,d005,02-09-1987,01-01-9999
486329,d007,11-03-1989,01-01-9999
486330,d005,24-11-1990,01-01-9999
486331,d001,13-05-1987,19-01-1995
486331,d009,19-01-1995,08-10-1995
486332,d002,21-08-1996,01-01-9999
486333,d004,18-11-1986,01-01-9999
486334,d004,24-02-1997,01-01-9999
486335,d003,29-10-1989,01-01-9999
486336,d007,11-11-1988,01-01-9999
486337,d004,25-11-1993,01-01-9999
486338,d005,18-09-1997,22-01-1999
486339,d004,27-07-1991,01-01-9999
486340,d002,26-11-1985,01-01-9999
486341,d005,13-03-1990,01-01-9999
486342,d005,09-02-1989,10-04-2001
486342,d008,10-04-2001,01-01-9999
486343,d004,10-03-1996,01-01-9999
486344,d005,08-04-1999,06-09-2001
486345,d007,31-10-1992,01-01-9999
486346,d004,14-08-1994,01-01-9999
486347,d007,14-09-1985,01-01-9999
486348,d004,09-03-1997,01-01-9999
486349,d005,16-07-1997,01-01-9999
486350,d007,20-12-1995,01-01-9999
486351,d009,03-07-1993,01-01-9999
486352,d005,10-01-1992,01-01-9999
486352,d009,21-04-1989,10-01-1992
486353,d004,16-11-1994,27-08-2000
486354,d004,07-04-1989,12-04-1999
486355,d006,13-12-1998,01-01-9999
486356,d004,30-12-1997,01-01-9999
486357,d005,14-02-1997,01-01-9999
486358,d005,14-10-1991,01-01-9999
486359,d007,21-10-1999,01-01-9999
486360,d004,27-05-1993,01-01-9999
486361,d005,20-03-1992,24-06-1994
486362,d002,30-07-1996,01-01-9999
486363,d004,15-03-1991,19-04-1991
486363,d005,27-04-1990,15-03-1991
486364,d001,14-03-1995,01-01-9999
486365,d004,31-05-1992,01-01-9999
486366,d004,19-03-1987,01-01-9999
486367,d004,20-01-1988,27-09-1997
486368,d005,10-11-1992,01-01-9999
486369,d007,08-05-1998,01-01-9999
486370,d003,21-08-1990,01-01-9999
486371,d004,19-09-1986,01-01-9999
486372,d001,14-05-1997,01-01-9999
486373,d005,29-06-1998,24-06-2002
486374,d005,21-03-1991,30-04-2002
486374,d009,22-11-1986,21-03-1991
486375,d004,17-07-1995,01-01-9999
486376,d003,20-05-1996,01-01-9999
486377,d005,03-08-1989,01-01-9999
486378,d005,07-04-1985,26-07-1989
486379,d005,18-08-1987,01-01-9999
486380,d008,13-06-1986,01-01-9999
486381,d005,24-12-1990,01-01-9999
486382,d004,05-02-1996,14-06-1998
486382,d005,26-08-1992,05-02-1996
486383,d008,04-10-1985,01-01-9999
486384,d007,16-01-1995,01-01-9999
486385,d005,08-02-1999,01-01-9999
486386,d003,29-12-1995,01-01-9999
486387,d004,26-12-1998,01-01-9999
486388,d004,14-05-1997,09-07-2000
486389,d008,04-06-1998,01-01-9999
486390,d007,10-02-1987,01-01-9999
486391,d004,18-12-1999,01-01-9999
486391,d005,22-01-1992,18-12-1999
486392,d004,12-02-1997,01-01-9999
486393,d002,29-05-1986,01-01-9999
486394,d004,01-11-1999,01-01-9999
486395,d004,16-06-1992,01-01-9999
486396,d004,18-12-1987,01-01-9999
486397,d004,11-12-1992,19-11-2000
486398,d004,24-11-1985,01-01-9999
486399,d005,30-04-1996,01-01-9999
486400,d004,20-02-1992,01-01-9999
486401,d007,17-09-1993,01-01-9999
486402,d005,13-01-1998,06-03-2001
486402,d008,06-03-2001,01-01-9999
486403,d005,11-03-1995,01-01-9999
486404,d006,30-04-1995,01-01-9999
486405,d005,08-07-1987,30-06-1997
486406,d002,31-08-1995,01-01-9999
486407,d001,07-07-1989,01-01-9999
486408,d007,31-12-1996,01-01-9999
486409,d005,18-09-1994,01-01-9999
486410,d005,22-09-1990,01-01-9999
486411,d002,14-10-1993,30-04-1996
486412,d001,16-06-2000,01-01-9999
486412,d007,06-06-1998,16-06-2000
486413,d007,19-02-1987,01-01-9999
486414,d008,23-07-1988,01-01-9999
486415,d002,24-08-1989,01-01-9999
486416,d005,01-01-1996,01-01-9999
486417,d005,26-08-1999,01-01-9999
486418,d005,28-02-1991,01-01-9999
486419,d002,28-12-1999,20-12-2001
486420,d007,29-08-1990,01-01-9999
486421,d005,30-10-1999,01-01-9999
486422,d004,28-10-1992,01-01-9999
486423,d001,18-10-1991,28-06-2000
486423,d009,28-06-2000,01-01-9999
486424,d002,19-03-1995,01-01-9999
486425,d001,23-08-1994,01-01-9999
486426,d004,15-12-1985,01-01-9999
486427,d005,09-06-1999,10-08-2001
486428,d008,06-08-1989,01-01-9999
486429,d008,11-03-1987,01-01-9999
486430,d004,25-09-1997,01-01-9999
486431,d007,27-01-1993,23-08-1994
486432,d004,06-06-1998,01-01-9999
486432,d005,18-06-1995,06-06-1998
486433,d004,28-10-1986,27-11-1988
486434,d002,10-07-1991,01-01-9999
486435,d008,19-05-1988,01-01-9999
486436,d009,11-03-1985,16-06-1997
486437,d007,26-11-1997,01-01-9999
486438,d004,28-12-1989,10-07-1996
486439,d008,30-07-1999,05-12-2001
486440,d005,27-09-1992,01-01-9999
486440,d009,24-11-1991,27-09-1992
486441,d008,26-07-1995,01-01-9999
486442,d001,04-08-1985,01-01-9999
486443,d004,03-04-1992,01-01-9999
486444,d005,27-02-1996,19-12-2000
486445,d004,07-07-1996,01-01-9999
486446,d004,21-04-1992,01-01-9999
486447,d004,30-11-1985,01-01-9999
486448,d007,16-11-1991,01-01-9999
486449,d003,25-12-1998,01-01-9999
